STATS_ID,KEYWORD_ID,STATS_DATE,KEYWORD_NAME,DAILY_COUNT,TYPE,PRIORITY
42,109,2023-06-03,수박,1,NNG,9999
43,109,2023-06-04,수박,2,NNG,9999
44,89,2023-06-05,뻥튀기,1,NNG,9999
45,25,2023-06-06,동결건조,1,NNG,9999
46,30,2023-06-07,딸기,1,NNG,9999
47,89,2023-06-10,뻥튀기,1,NNG,9999
48,1011,2023-06-17,푸딩,1,NNG,5000
49,175,2023-06-20,탕후루,1,NNG,9999
50,175,2023-06-29,탕후루,1,NNG,9999
51,25,2023-07-10,동결건조,1,NNG,9999
52,845,2023-07-12,초코,1,NNG,5000
53,25,2023-07-14,동결건조,1,NNG,9999
54,175,2023-07-17,탕후루,1,NNG,9999
55,473,2023-07-24,밀크,1,NNG,5000
56,628,2023-08-08,스크림,1,NNG,5000
57,207,2023-08-21,간식,1,NNG,5000
58,60,2023-08-22,머랭쿠키,1,NNG,9999
59,207,2023-08-24,간식,1,NNG,5000
60,207,2023-09-03,간식,1,NNG,5000
61,207,2023-09-04,간식,1,NNG,5000
62,61,2023-09-06,먹방,1,NNG,9999
63,207,2023-09-07,간식,1,NNG,5000
64,109,2023-09-14,수박,1,NNG,9999
65,923,2023-09-23,크로,1,NNG,5000
66,874,2023-09-24,치킨,1,NNG,5000
67,606,2023-09-26,수세미,1,NNG,5000
68,175,2023-09-28,탕후루,1,NNG,9999
69,207,2023-10-01,간식,1,NNG,5000
70,61,2023-10-03,먹방,1,NNG,9999
71,61,2023-10-05,먹방,1,NNG,9999
72,46,2023-10-21,마시멜로,1,NNG,9999
73,870,2023-10-29,치즈,1,NNG,5000
74,207,2023-10-31,간식,1,NNG,5000
75,414,2023-11-03,마쉬멜로우,1,NNG,5000
76,207,2023-11-09,간식,1,NNG,5000
77,207,2023-11-11,간식,1,NNG,5000
78,46,2023-11-12,마시멜로,1,NNG,9999
79,207,2023-11-15,간식,1,NNG,5000
80,207,2023-11-18,간식,1,NNG,5000
81,206,2023-11-22,가지,1,NNG,5000
82,798,2023-11-23,젤리,1,NNG,5000
83,229,2023-11-26,계란,1,NNG,5000
84,207,2023-11-27,간식,1,NNG,5000
85,61,2023-11-28,먹방,1,NNG,9999
86,56,2023-12-04,망고,1,NNG,9999
87,123,2023-12-04,약과,1,NNG,9999
88,207,2023-12-04,간식,1,NNG,5000
89,25,2023-12-06,동결건조,2,NNG,9999
90,95,2023-12-06,샤인머스캣,1,NNG,9999
91,511,2023-12-06,베리,1,NNG,5000
92,923,2023-12-06,크로,1,NNG,5000
93,61,2023-12-07,먹방,1,NNG,9999
94,85,2023-12-07,붕어빵,1,NNG,9999
95,61,2023-12-08,먹방,1,NNG,9999
96,46,2023-12-09,마시멜로,1,NNG,9999
97,175,2023-12-09,탕후루,1,NNG,9999
98,890,2023-12-09,캔디,1,NNG,5000
99,511,2023-12-10,베리,1,NNG,5000
100,890,2023-12-10,캔디,1,NNG,5000
101,999,2023-12-10,포도,1,NNG,5000
102,12,2023-12-11,꼬치,1,NNG,9999
103,890,2023-12-11,캔디,1,NNG,5000
104,85,2023-12-12,붕어빵,1,NNG,9999
105,90,2023-12-12,사과,1,NNG,9999
106,798,2023-12-12,젤리,1,NNG,5000
107,798,2023-12-13,젤리,1,NNG,5000
108,25,2023-12-14,동결건조,1,NNG,9999
109,175,2023-12-14,탕후루,1,NNG,9999
110,511,2023-12-14,베리,1,NNG,5000
111,798,2023-12-14,젤리,1,NNG,5000
112,30,2023-12-15,딸기,1,NNG,9999
113,250,2023-12-15,과자,1,NNG,5000
114,364,2023-12-15,땅콩,1,NNG,5000
115,562,2023-12-15,사탕,2,NNG,5000
116,56,2023-12-16,망고,1,NNG,9999
117,229,2023-12-16,계란,1,NNG,5000
118,763,2023-12-16,이게찐,1,NNG,5000
119,890,2023-12-16,캔디,1,NNG,5000
120,207,2023-12-17,간식,1,NNG,5000
121,220,2023-12-17,개구리,1,NNG,5000
122,435,2023-12-17,매운맛,1,NNG,5000
123,2,2023-12-19,계란빵,1,NNG,9999
124,798,2023-12-19,젤리,1,NNG,5000
125,1011,2023-12-19,푸딩,1,NNG,5000
126,229,2023-12-21,계란,1,NNG,5000
127,206,2023-12-23,가지,1,NNG,5000
128,207,2023-12-24,간식,1,NNG,5000
129,46,2023-12-25,마시멜로,1,NNG,9999
130,895,2023-12-28,케이,1,NNG,5000
131,30,2023-12-29,딸기,1,NNG,9999
132,366,2023-12-30,떡볶이,1,NNG,5000
133,870,2023-12-31,치즈,1,NNG,5000
134,175,2024-01-01,탕후루,1,NNG,9999
135,207,2024-01-02,간식,1,NNG,5000
136,61,2024-01-05,먹방,1,NNG,9999
137,83,2024-01-05,불닭,1,NNG,9999
138,628,2024-01-08,스크림,1,NNG,5000
139,30,2024-01-09,딸기,1,NNG,9999
140,61,2024-01-09,먹방,1,NNG,9999
141,249,2024-01-10,과일,1,NNG,5000
142,46,2024-01-11,마시멜로,1,NNG,9999
143,61,2024-01-11,먹방,1,NNG,9999
144,249,2024-01-11,과일,1,NNG,5000
145,62,2024-01-12,먹스타그램,1,NNG,9999
146,207,2024-01-12,간식,1,NNG,5000
147,312,2024-01-12,다이소,1,NNG,5000
148,175,2024-01-13,탕후루,1,NNG,9999
149,312,2024-01-13,다이소,1,NNG,5000
150,175,2024-01-14,탕후루,1,NNG,9999
151,61,2024-01-15,먹방,2,NNG,9999
152,325,2024-01-15,당고,1,NNG,5000
153,25,2024-01-16,동결건조,1,NNG,9999
154,61,2024-01-16,먹방,1,NNG,9999
155,175,2024-01-17,탕후루,1,NNG,9999
156,798,2024-01-17,젤리,1,NNG,5000
157,891,2024-01-19,커피,1,NNG,5000
158,65,2024-01-20,메론빵,1,NNG,9999
159,564,2024-01-20,산낙지,1,NNG,5000
160,173,2024-01-21,타피오카,1,NNG,9999
161,30,2024-01-22,딸기,1,NNG,9999
162,25,2024-01-23,동결건조,1,NNG,9999
163,366,2024-01-24,떡볶이,1,NNG,5000
164,61,2024-01-26,먹방,1,NNG,9999
165,45,2024-01-28,마라탕,1,NNG,9999
166,175,2024-01-29,탕후루,1,NNG,9999
167,376,2024-01-31,라바,1,NNG,5000
168,794,2024-01-31,제품,1,NNG,5000
169,25,2024-02-01,동결건조,1,NNG,9999
170,61,2024-02-03,먹방,1,NNG,9999
171,1010,2024-02-04,푸드,1,NNG,5000
172,175,2024-02-05,탕후루,1,NNG,9999
173,955,2024-02-05,통닭,1,NNG,5000
174,1010,2024-02-05,푸드,1,NNG,5000
175,1010,2024-02-07,푸드,1,NNG,5000
176,30,2024-02-08,딸기,1,NNG,9999
177,1011,2024-02-08,푸딩,1,NNG,5000
178,30,2024-02-09,딸기,1,NNG,9999
179,443,2024-02-09,메뉴,1,NNG,5000
180,25,2024-02-10,동결건조,1,NNG,9999
181,61,2024-02-10,먹방,1,NNG,9999
182,366,2024-02-10,떡볶이,1,NNG,5000
183,109,2024-02-12,수박,1,NNG,9999
184,1010,2024-02-12,푸드,1,NNG,5000
185,109,2024-02-13,수박,1,NNG,9999
186,810,2024-02-14,지코,1,NNG,5000
187,951,2024-02-14,토스트,1,NNG,5000
188,173,2024-02-16,타피오카,1,NNG,9999
189,1010,2024-02-16,푸드,1,NNG,5000
190,366,2024-02-19,떡볶이,1,NNG,5000
191,597,2024-02-19,소스,1,NNG,5000
192,175,2024-02-20,탕후루,1,NNG,9999
193,25,2024-02-21,동결건조,1,NNG,9999
194,44,2024-02-23,마라샹궈,1,NNG,9999
195,731,2024-02-23,와퍼,1,NNG,5000
196,165,2024-02-24,크레페,1,NNG,9999
197,207,2024-02-24,간식,1,NNG,5000
198,499,2024-02-24,배스킨라빈스,1,NNG,5000
199,327,2024-02-25,대게,1,NNG,5000
200,1010,2024-02-25,푸드,1,NNG,5000
201,61,2024-02-26,먹방,1,NNG,9999
202,423,2024-02-27,만두,1,NNG,5000
203,699,2024-02-28,얼음,1,NNG,5000
204,61,2024-02-29,먹방,1,NNG,9999
205,27,2024-03-01,두찜,1,NNG,9999
206,891,2024-03-01,커피,1,NNG,5000
207,90,2024-03-02,사과,1,NNG,9999
208,25,2024-03-04,동결건조,1,NNG,9999
209,175,2024-03-04,탕후루,1,NNG,9999
210,207,2024-03-04,간식,1,NNG,5000
211,61,2024-03-06,먹방,1,NNG,9999
212,250,2024-03-07,과자,1,NNG,5000
213,874,2024-03-07,치킨,1,NNG,5000
214,214,2024-03-09,감자,1,NNG,5000
215,745,2024-03-09,우유,1,NNG,5000
216,61,2024-03-10,먹방,1,NNG,9999
217,263,2024-03-10,국수,1,NNG,5000
218,163,2024-03-12,쿠키,1,NNG,9999
219,207,2024-03-12,간식,1,NNG,5000
220,596,2024-03-12,소세지,1,NNG,5000
221,1010,2024-03-12,푸드,1,NNG,5000
222,45,2024-03-13,마라탕,1,NNG,9999
223,56,2024-03-15,망고,1,NNG,9999
224,163,2024-03-15,쿠키,1,NNG,9999
225,249,2024-03-16,과일,1,NNG,5000
226,891,2024-03-16,커피,1,NNG,5000
227,61,2024-03-18,먹방,1,NNG,9999
228,61,2024-03-20,먹방,1,NNG,9999
229,61,2024-03-22,먹방,1,NNG,9999
230,374,2024-03-22,라면,1,NNG,5000
231,341,2024-03-23,도넛,1,NNG,5000
232,30,2024-03-24,딸기,1,NNG,9999
233,61,2024-03-27,먹방,1,NNG,9999
234,360,2024-03-27,디저트,1,NNG,5000
235,61,2024-04-02,먹방,1,NNG,9999
236,762,2024-04-02,음식,1,NNG,5000
237,4,2024-04-05,교촌치킨,1,NNG,9999
238,61,2024-04-05,먹방,1,NNG,9999
239,25,2024-04-08,동결건조,1,NNG,9999
240,209,2024-04-08,갈비,1,NNG,5000
241,234,2024-04-08,고등어,1,NNG,5000
242,61,2024-04-09,먹방,2,NNG,9999
243,443,2024-04-10,메뉴,1,NNG,5000
244,30,2024-04-11,딸기,1,NNG,9999
245,229,2024-04-11,계란,1,NNG,5000
246,798,2024-04-11,젤리,1,NNG,5000
247,27,2024-04-12,두찜,1,NNG,9999
248,368,2024-04-13,띠미,1,NNG,5000
249,760,2024-04-13,음료,1,NNG,5000
250,115,2024-04-15,스시,1,NNG,9999
251,298,2024-04-15,냉면,1,NNG,5000
252,208,2024-04-16,간장,1,NNG,5000
253,233,2024-04-16,고기,1,NNG,5000
254,214,2024-04-17,감자,1,NNG,5000
255,420,2024-04-17,마트,1,NNG,5000
256,23,2024-04-18,돈카츠,1,NNG,9999
257,61,2024-04-18,먹방,1,NNG,9999
258,249,2024-04-19,과일,1,NNG,5000
259,443,2024-04-19,메뉴,1,NNG,5000
260,61,2024-04-20,먹방,1,NNG,9999
261,338,2024-04-21,덮밥,1,NNG,5000
262,443,2024-04-23,메뉴,1,NNG,5000
263,163,2024-04-24,쿠키,1,NNG,9999
264,170,2024-04-25,킨조젤리,1,NNG,9999
265,61,2024-04-26,먹방,1,NNG,9999
266,261,2024-04-26,국물,1,NNG,5000
267,12,2024-04-28,꼬치,1,NNG,9999
268,496,2024-04-28,배라,1,NNG,5000
269,240,2024-04-29,고추,1,NNG,5000
270,61,2024-04-30,먹방,1,NNG,9999
271,112,2024-05-02,순대,1,NNG,9999
272,286,2024-05-03,꾸덕,1,NNG,5000
273,61,2024-05-04,먹방,1,NNG,9999
274,998,2024-05-04,편의점,1,NNG,5000
275,12,2024-05-07,꼬치,1,NNG,9999
276,61,2024-05-07,먹방,1,NNG,9999
277,170,2024-05-07,킨조젤리,1,NNG,9999
278,233,2024-05-07,고기,1,NNG,5000
279,844,2024-05-08,초밥,1,NNG,5000
280,325,2024-05-09,당고,1,NNG,5000
281,890,2024-05-09,캔디,1,NNG,5000
282,259,2024-05-10,구이,1,NNG,5000
283,366,2024-05-11,떡볶이,1,NNG,5000
284,25,2024-05-12,동결건조,1,NNG,9999
285,57,2024-05-12,매실차,1,NNG,9999
286,206,2024-05-12,가지,1,NNG,5000
287,90,2024-05-13,사과,1,NNG,9999
288,175,2024-05-13,탕후루,1,NNG,9999
289,263,2024-05-13,국수,1,NNG,5000
290,170,2024-05-14,킨조젤리,1,NNG,9999
291,229,2024-05-14,계란,1,NNG,5000
292,148,2024-05-15,초콜릿,1,NNG,9999
293,206,2024-05-15,가지,1,NNG,5000
294,212,2024-05-15,갈치,1,NNG,5000
295,233,2024-05-16,고기,1,NNG,5000
296,61,2024-05-17,먹방,1,NNG,9999
297,148,2024-05-19,초콜릿,1,NNG,9999
298,163,2024-05-19,쿠키,1,NNG,9999
299,233,2024-05-19,고기,1,NNG,5000
300,249,2024-05-20,과일,1,NNG,5000
301,437,2024-05-20,매콤,1,NNG,5000
302,654,2024-05-20,식량,1,NNG,5000
303,641,2024-05-21,슬라,1,NNG,5000
304,175,2024-05-22,탕후루,1,NNG,9999
305,223,2024-05-22,겉절이,1,NNG,5000
306,26,2024-05-23,두바이초콜릿,1,NNG,9999
307,155,2024-05-23,카다이프,1,NNG,9999
308,106,2024-05-24,소주,1,NNG,9999
309,639,2024-05-24,스프,1,NNG,5000
310,38,2024-05-25,레시피,1,NNG,9999
311,273,2024-05-25,김치,1,NNG,5000
312,170,2024-05-26,킨조젤리,1,NNG,9999
313,204,2024-05-27,가마솥,1,NNG,5000
314,692,2024-05-27,양념,1,NNG,5000
315,61,2024-05-28,먹방,1,NNG,9999
316,745,2024-05-28,우유,1,NNG,5000
317,863,2024-05-29,초콜렛,1,NNG,5000
318,25,2024-05-30,동결건조,1,NNG,9999
319,112,2024-05-30,순대,1,NNG,9999
320,233,2024-05-30,고기,1,NNG,5000
321,207,2024-05-31,간식,1,NNG,5000
322,250,2024-05-31,과자,1,NNG,5000
323,548,2024-05-31,빙수,1,NNG,5000
324,255,2024-06-01,구매,1,NNG,5000
325,360,2024-06-01,디저트,1,NNG,5000
326,255,2024-06-02,구매,1,NNG,5000
327,61,2024-06-03,먹방,1,NNG,9999
328,175,2024-06-03,탕후루,1,NNG,9999
329,494,2024-06-03,밥통,1,NNG,5000
330,170,2024-06-05,킨조젤리,1,NNG,9999
331,794,2024-06-05,제품,1,NNG,5000
332,340,2024-06-06,도너츠,1,NNG,5000
333,148,2024-06-08,초콜릿,1,NNG,9999
334,170,2024-06-08,킨조젤리,1,NNG,9999
335,286,2024-06-08,꾸덕,1,NNG,5000
336,38,2024-06-09,레시피,1,NNG,9999
337,155,2024-06-09,카다이프,1,NNG,9999
338,642,2024-06-09,슬러시,1,NNG,5000
339,175,2024-06-10,탕후루,2,NNG,9999
340,155,2024-06-11,카다이프,1,NNG,9999
341,204,2024-06-11,가마솥,1,NNG,5000
342,35,2024-06-12,라라스윗,1,NNG,9999
343,61,2024-06-12,먹방,1,NNG,9999
344,79,2024-06-12,베이킹,1,NNG,9999
345,175,2024-06-12,탕후루,1,NNG,9999
346,1023,2024-06-12,프림,1,NNG,5000
347,209,2024-06-13,갈비,1,NNG,5000
348,580,2024-06-13,샐러드,1,NNG,5000
349,46,2024-06-14,마시멜로,1,NNG,9999
350,255,2024-06-14,구매,1,NNG,5000
351,170,2024-06-16,킨조젤리,1,NNG,9999
352,155,2024-06-18,카다이프,1,NNG,9999
353,191,2024-06-18,하이디라오,1,NNG,9999
354,46,2024-06-19,마시멜로,1,NNG,9999
355,49,2024-06-19,마카롱,1,NNG,9999
356,189,2024-06-19,하겐다즈,1,NNG,9999
357,229,2024-06-19,계란,1,NNG,5000
358,745,2024-06-21,우유,1,NNG,5000
359,255,2024-06-22,구매,1,NNG,5000
360,45,2024-06-23,마라탕,1,NNG,9999
361,196,2024-06-23,호떡,1,NNG,9999
362,951,2024-06-23,토스트,1,NNG,5000
363,118,2024-06-24,쌀국수,1,NNG,9999
364,170,2024-06-24,킨조젤리,1,NNG,9999
365,376,2024-06-24,라바,1,NNG,5000
366,798,2024-06-24,젤리,1,NNG,5000
367,209,2024-06-25,갈비,1,NNG,5000
368,760,2024-06-25,음료,1,NNG,5000
369,26,2024-06-26,두바이초콜릿,1,NNG,9999
370,175,2024-06-26,탕후루,2,NNG,9999
371,207,2024-06-26,간식,1,NNG,5000
372,207,2024-06-27,간식,1,NNG,5000
373,360,2024-06-27,디저트,1,NNG,5000
374,175,2024-06-28,탕후루,1,NNG,9999
375,256,2024-06-28,구미첼,1,NNG,5000
376,61,2024-06-29,먹방,1,NNG,9999
377,475,2024-06-29,바게트,1,NNG,5000
378,175,2024-06-30,탕후루,1,NNG,9999
379,263,2024-06-30,국수,1,NNG,5000
380,113,2024-07-01,슈크림,1,NNG,9999
381,61,2024-07-02,먹방,1,NNG,9999
382,156,2024-07-03,카스테라,1,NNG,9999
383,175,2024-07-03,탕후루,1,NNG,9999
384,261,2024-07-04,국물,1,NNG,5000
385,271,2024-07-04,김밥,1,NNG,5000
386,449,2024-07-04,명랑,1,NNG,5000
387,863,2024-07-04,초콜렛,1,NNG,5000
388,923,2024-07-04,크로,1,NNG,5000
389,46,2024-07-05,마시멜로,1,NNG,9999
390,64,2024-07-05,메로나,1,NNG,9999
391,360,2024-07-05,디저트,1,NNG,5000
392,487,2024-07-05,반찬,1,NNG,5000
393,39,2024-07-06,롤케이크,1,NNG,9999
394,207,2024-07-06,간식,1,NNG,5000
395,286,2024-07-06,꾸덕,1,NNG,5000
396,26,2024-07-07,두바이초콜릿,1,NNG,9999
397,46,2024-07-07,마시멜로,1,NNG,9999
398,49,2024-07-07,마카롱,1,NNG,9999
399,61,2024-07-08,먹방,1,NNG,9999
400,175,2024-07-08,탕후루,1,NNG,9999
401,273,2024-07-08,김치,1,NNG,5000
402,863,2024-07-08,초콜렛,1,NNG,5000
403,263,2024-07-09,국수,1,NNG,5000
404,863,2024-07-09,초콜렛,1,NNG,5000
405,11,2024-07-10,깐풍기,1,NNG,9999
406,30,2024-07-10,딸기,1,NNG,9999
407,573,2024-07-11,상추,1,NNG,5000
408,798,2024-07-11,젤리,1,NNG,5000
409,60,2024-07-12,머랭쿠키,1,NNG,9999
410,281,2024-07-12,깻잎,1,NNG,5000
411,644,2024-07-12,시럽,1,NNG,5000
412,59,2024-07-14,맥주,1,NNG,9999
413,61,2024-07-14,먹방,1,NNG,9999
414,644,2024-07-14,시럽,1,NNG,5000
415,339,2024-07-15,데카포,1,NNG,5000
416,844,2024-07-15,초밥,1,NNG,5000
417,54,2024-07-16,말차,1,NNG,9999
418,175,2024-07-16,탕후루,1,NNG,9999
419,863,2024-07-16,초콜렛,1,NNG,5000
420,38,2024-07-17,레시피,1,NNG,9999
421,79,2024-07-17,베이킹,1,NNG,9999
422,125,2024-07-17,어묵,1,NNG,9999
423,233,2024-07-17,고기,1,NNG,5000
424,38,2024-07-18,레시피,1,NNG,9999
425,40,2024-07-18,롯데리아,1,NNG,9999
426,148,2024-07-18,초콜릿,1,NNG,9999
427,263,2024-07-18,국수,1,NNG,5000
428,44,2024-07-19,마라샹궈,1,NNG,9999
429,1007,2024-07-20,폭식,1,NNG,5000
430,61,2024-07-21,먹방,1,NNG,9999
431,250,2024-07-21,과자,1,NNG,5000
432,67,2024-07-23,멜론,2,NNG,9999
433,175,2024-07-23,탕후루,1,NNG,9999
434,366,2024-07-23,떡볶이,1,NNG,5000
435,863,2024-07-23,초콜렛,1,NNG,5000
436,951,2024-07-23,토스트,1,NNG,5000
437,148,2024-07-24,초콜릿,1,NNG,9999
438,159,2024-07-24,칼디,1,NNG,9999
439,187,2024-07-24,피스타치오,1,NNG,9999
440,374,2024-07-25,라면,1,NNG,5000
441,760,2024-07-25,음료,1,NNG,5000
442,142,2024-07-26,짜장면,1,NNG,9999
443,155,2024-07-26,카다이프,1,NNG,9999
444,220,2024-07-26,개구리,1,NNG,5000
445,58,2024-07-27,맥도날드,1,NNG,9999
446,65,2024-07-27,메론빵,1,NNG,9999
447,14,2024-07-28,녹차라떼,1,NNG,9999
448,566,2024-07-28,삼겹살,1,NNG,5000
449,136,2024-07-29,요아정,1,NNG,9999
450,240,2024-07-29,고추,1,NNG,5000
451,317,2024-07-29,단백,1,NNG,5000
452,341,2024-07-29,도넛,1,NNG,5000
453,366,2024-07-29,떡볶이,1,NNG,5000
454,26,2024-07-30,두바이초콜릿,1,NNG,9999
455,136,2024-07-30,요아정,1,NNG,9999
456,249,2024-07-30,과일,1,NNG,5000
457,624,2024-07-30,스벅,1,NNG,5000
458,68,2024-07-31,민트초코,1,NNG,9999
459,187,2024-07-31,피스타치오,1,NNG,9999
460,207,2024-07-31,간식,1,NNG,5000
461,780,2024-07-31,저녁,1,NNG,5000
462,26,2024-08-01,두바이초콜릿,1,NNG,9999
463,61,2024-08-01,먹방,1,NNG,9999
464,163,2024-08-01,쿠키,1,NNG,9999
465,175,2024-08-01,탕후루,2,NNG,9999
466,716,2024-08-01,오리,1,NNG,5000
467,798,2024-08-01,젤리,1,NNG,5000
468,863,2024-08-01,초콜렛,1,NNG,5000
469,26,2024-08-02,두바이초콜릿,2,NNG,9999
470,56,2024-08-02,망고,1,NNG,9999
471,60,2024-08-02,머랭쿠키,1,NNG,9999
472,148,2024-08-02,초콜릿,1,NNG,9999
473,26,2024-08-03,두바이초콜릿,2,NNG,9999
474,61,2024-08-03,먹방,1,NNG,9999
475,148,2024-08-03,초콜릿,1,NNG,9999
476,998,2024-08-03,편의점,1,NNG,5000
477,26,2024-08-04,두바이초콜릿,1,NNG,9999
478,148,2024-08-04,초콜릿,1,NNG,9999
479,249,2024-08-04,과일,2,NNG,5000
480,374,2024-08-04,라면,1,NNG,5000
481,798,2024-08-04,젤리,1,NNG,5000
482,21,2024-08-05,던킨도너츠,2,NNG,9999
483,25,2024-08-05,동결건조,1,NNG,9999
484,61,2024-08-05,먹방,2,NNG,9999
485,65,2024-08-05,메론빵,1,NNG,9999
486,26,2024-08-06,두바이초콜릿,1,NNG,9999
487,240,2024-08-06,고추,1,NNG,5000
488,339,2024-08-06,데카포,1,NNG,5000
489,60,2024-08-07,머랭쿠키,1,NNG,9999
490,61,2024-08-07,먹방,2,NNG,9999
491,65,2024-08-07,메론빵,1,NNG,9999
492,148,2024-08-07,초콜릿,2,NNG,9999
493,339,2024-08-07,데카포,1,NNG,5000
494,760,2024-08-07,음료,1,NNG,5000
495,29,2024-08-08,디카페인,1,NNG,9999
496,61,2024-08-08,먹방,1,NNG,9999
497,136,2024-08-08,요아정,1,NNG,9999
498,263,2024-08-08,국수,1,NNG,5000
499,366,2024-08-08,떡볶이,1,NNG,5000
500,508,2024-08-08,버섯,1,NNG,5000
501,61,2024-08-09,먹방,1,NNG,9999
502,70,2024-08-09,바나나,1,NNG,9999
503,175,2024-08-09,탕후루,1,NNG,9999
504,360,2024-08-09,디저트,1,NNG,5000
505,649,2024-08-09,시카노코,1,NNG,5000
506,61,2024-08-10,먹방,1,NNG,9999
507,136,2024-08-10,요아정,1,NNG,9999
508,203,2024-08-10,가루쿡,1,NNG,5000
509,762,2024-08-10,음식,1,NNG,5000
510,895,2024-08-10,케이,1,NNG,5000
511,25,2024-08-11,동결건조,2,NNG,9999
512,513,2024-08-11,베이,2,NNG,5000
513,943,2024-08-11,탄산,1,NNG,5000
514,83,2024-08-12,불닭,1,NNG,9999
515,135,2024-08-12,요리,1,NNG,9999
516,207,2024-08-12,간식,1,NNG,5000
517,559,2024-08-12,사온,1,NNG,5000
518,705,2024-08-12,에이드,1,NNG,5000
519,798,2024-08-12,젤리,1,NNG,5000
520,25,2024-08-13,동결건조,1,NNG,9999
521,56,2024-08-13,망고,1,NNG,9999
522,61,2024-08-13,먹방,1,NNG,9999
523,136,2024-08-13,요아정,1,NNG,9999
524,525,2024-08-13,볶음,1,NNG,5000
525,61,2024-08-14,먹방,1,NNG,9999
526,70,2024-08-14,바나나,1,NNG,9999
527,136,2024-08-14,요아정,2,NNG,9999
528,319,2024-08-14,달걀,1,NNG,5000
529,420,2024-08-14,마트,1,NNG,5000
530,684,2024-08-14,애슐리,2,NNG,5000
531,26,2024-08-15,두바이초콜릿,1,NNG,9999
532,61,2024-08-15,먹방,1,NNG,9999
533,366,2024-08-15,떡볶이,1,NNG,5000
534,639,2024-08-15,스프,1,NNG,5000
535,26,2024-08-16,두바이초콜릿,1,NNG,9999
536,46,2024-08-16,마시멜로,1,NNG,9999
537,61,2024-08-16,먹방,1,NNG,9999
538,175,2024-08-16,탕후루,2,NNG,9999
539,745,2024-08-16,우유,1,NNG,5000
540,26,2024-08-17,두바이초콜릿,2,NNG,9999
541,38,2024-08-17,레시피,1,NNG,9999
542,46,2024-08-17,마시멜로,1,NNG,9999
543,233,2024-08-17,고기,1,NNG,5000
544,392,2024-08-17,레몬,1,NNG,5000
545,705,2024-08-17,에이드,1,NNG,5000
546,26,2024-08-18,두바이초콜릿,2,NNG,9999
547,46,2024-08-18,마시멜로,1,NNG,9999
548,61,2024-08-18,먹방,1,NNG,9999
549,133,2024-08-18,와라비모찌,1,NNG,9999
550,136,2024-08-18,요아정,1,NNG,9999
551,374,2024-08-18,라면,1,NNG,5000
552,473,2024-08-18,밀크,1,NNG,5000
553,760,2024-08-18,음료,1,NNG,5000
554,890,2024-08-18,캔디,1,NNG,5000
555,26,2024-08-19,두바이초콜릿,2,NNG,9999
556,318,2024-08-19,단호박,1,NNG,5000
557,375,2024-08-19,라미,2,NNG,5000
558,527,2024-08-19,부대찌개,1,NNG,5000
559,535,2024-08-19,뷔페,1,NNG,5000
560,38,2024-08-20,레시피,1,NNG,9999
561,61,2024-08-20,먹방,1,NNG,9999
562,109,2024-08-20,수박,1,NNG,9999
563,136,2024-08-20,요아정,1,NNG,9999
564,196,2024-08-20,호떡,1,NNG,9999
565,745,2024-08-20,우유,1,NNG,5000
566,26,2024-08-21,두바이초콜릿,3,NNG,9999
567,99,2024-08-21,성심당,2,NNG,9999
