STATS_ID,KEYWORD_ID,STATS_DATE,size,KEYWORD_NAME,type,priority
162,25,2024-01-23,1,동결건조,NNG,9999
163,366,2024-01-24,1,떡볶이,NNG,5000
164,61,2024-01-26,1,먹방,NNG,9999
165,45,2024-01-28,1,마라탕,NNG,9999
166,175,2024-01-29,1,탕후루,NNG,9999
167,376,2024-01-31,1,라바,NNG,5000
168,794,2024-01-31,1,제품,NNG,5000
169,25,2024-02-01,1,동결건조,NNG,9999
170,61,2024-02-03,1,먹방,NNG,9999
171,1010,2024-02-04,1,푸드,NNG,5000
172,175,2024-02-05,1,탕후루,NNG,9999
173,955,2024-02-05,1,통닭,NNG,5000
174,1010,2024-02-05,1,푸드,NNG,5000
175,1010,2024-02-07,1,푸드,NNG,5000
176,30,2024-02-08,1,딸기,NNG,9999
177,1011,2024-02-08,1,푸딩,NNG,5000
178,30,2024-02-09,1,딸기,NNG,9999
179,443,2024-02-09,1,메뉴,NNG,5000
180,25,2024-02-10,1,동결건조,NNG,9999
181,61,2024-02-10,1,먹방,NNG,9999
182,366,2024-02-10,1,떡볶이,NNG,5000
183,109,2024-02-12,1,수박,NNG,9999
184,1010,2024-02-12,1,푸드,NNG,5000
185,109,2024-02-13,1,수박,NNG,9999
186,810,2024-02-14,1,지코,NNG,5000
187,951,2024-02-14,1,토스트,NNG,5000
188,173,2024-02-16,1,타피오카,NNG,9999
189,1010,2024-02-16,1,푸드,NNG,5000
190,366,2024-02-19,1,떡볶이,NNG,5000
191,597,2024-02-19,1,소스,NNG,5000
192,175,2024-02-20,1,탕후루,NNG,9999
193,25,2024-02-21,1,동결건조,NNG,9999
194,44,2024-02-23,1,마라샹궈,NNG,9999
195,731,2024-02-23,1,와퍼,NNG,5000
196,165,2024-02-24,1,크레페,NNG,9999
197,207,2024-02-24,1,간식,NNG,5000
198,499,2024-02-24,1,배스킨라빈스,NNG,5000
199,327,2024-02-25,1,대게,NNG,5000
200,1010,2024-02-25,1,푸드,NNG,5000
201,61,2024-02-26,1,먹방,NNG,9999
202,423,2024-02-27,1,만두,NNG,5000
203,699,2024-02-28,1,얼음,NNG,5000
204,61,2024-02-29,1,먹방,NNG,9999
205,27,2024-03-01,1,두찜,NNG,9999
206,891,2024-03-01,1,커피,NNG,5000
207,90,2024-03-02,1,사과,NNG,9999
208,25,2024-03-04,1,동결건조,NNG,9999
209,175,2024-03-04,1,탕후루,NNG,9999
210,207,2024-03-04,1,간식,NNG,5000
211,61,2024-03-06,1,먹방,NNG,9999
212,250,2024-03-07,1,과자,NNG,5000
213,874,2024-03-07,1,치킨,NNG,5000
214,214,2024-03-09,1,감자,NNG,5000
215,745,2024-03-09,1,우유,NNG,5000
216,61,2024-03-10,1,먹방,NNG,9999
217,263,2024-03-10,1,국수,NNG,5000
218,163,2024-03-12,1,쿠키,NNG,9999
219,207,2024-03-12,1,간식,NNG,5000
220,596,2024-03-12,1,소세지,NNG,5000
221,1010,2024-03-12,1,푸드,NNG,5000
222,45,2024-03-13,1,마라탕,NNG,9999
223,56,2024-03-15,1,망고,NNG,9999
224,163,2024-03-15,1,쿠키,NNG,9999
225,249,2024-03-16,1,과일,NNG,5000
226,891,2024-03-16,1,커피,NNG,5000
227,61,2024-03-18,1,먹방,NNG,9999
228,61,2024-03-20,1,먹방,NNG,9999
229,61,2024-03-22,1,먹방,NNG,9999
230,374,2024-03-22,1,라면,NNG,5000
231,341,2024-03-23,1,도넛,NNG,5000
232,30,2024-03-24,1,딸기,NNG,9999
233,61,2024-03-27,1,먹방,NNG,9999
234,360,2024-03-27,1,디저트,NNG,5000
235,61,2024-04-02,1,먹방,NNG,9999
236,762,2024-04-02,1,음식,NNG,5000
237,4,2024-04-05,1,교촌치킨,NNG,9999
238,61,2024-04-05,1,먹방,NNG,9999
239,25,2024-04-08,1,동결건조,NNG,9999
240,209,2024-04-08,1,갈비,NNG,5000
241,234,2024-04-08,1,고등어,NNG,5000
242,61,2024-04-09,2,먹방,NNG,9999
243,443,2024-04-10,1,메뉴,NNG,5000
244,30,2024-04-11,1,딸기,NNG,9999
245,229,2024-04-11,1,계란,NNG,5000
246,798,2024-04-11,1,젤리,NNG,5000
247,27,2024-04-12,1,두찜,NNG,9999
248,368,2024-04-13,1,띠미,NNG,5000
249,760,2024-04-13,1,음료,NNG,5000
250,115,2024-04-15,1,스시,NNG,9999
251,298,2024-04-15,1,냉면,NNG,5000
252,208,2024-04-16,1,간장,NNG,5000
253,233,2024-04-16,1,고기,NNG,5000
254,214,2024-04-17,1,감자,NNG,5000
255,420,2024-04-17,1,마트,NNG,5000
256,23,2024-04-18,1,돈카츠,NNG,9999
257,61,2024-04-18,1,먹방,NNG,9999
258,249,2024-04-19,1,과일,NNG,5000
259,443,2024-04-19,1,메뉴,NNG,5000
260,61,2024-04-20,1,먹방,NNG,9999
261,338,2024-04-21,1,덮밥,NNG,5000
262,443,2024-04-23,1,메뉴,NNG,5000
263,163,2024-04-24,1,쿠키,NNG,9999
264,170,2024-04-25,1,킨조젤리,NNG,9999
265,61,2024-04-26,1,먹방,NNG,9999
266,261,2024-04-26,1,국물,NNG,5000
267,12,2024-04-28,1,꼬치,NNG,9999
268,496,2024-04-28,1,배라,NNG,5000
269,240,2024-04-29,1,고추,NNG,5000
270,61,2024-04-30,1,먹방,NNG,9999
271,112,2024-05-02,1,순대,NNG,9999
272,286,2024-05-03,1,꾸덕,NNG,5000
273,61,2024-05-04,1,먹방,NNG,9999
274,998,2024-05-04,1,편의점,NNG,5000
275,12,2024-05-07,1,꼬치,NNG,9999
276,61,2024-05-07,1,먹방,NNG,9999
277,170,2024-05-07,1,킨조젤리,NNG,9999
278,233,2024-05-07,1,고기,NNG,5000
279,844,2024-05-08,1,초밥,NNG,5000
280,325,2024-05-09,1,당고,NNG,5000
281,890,2024-05-09,1,캔디,NNG,5000
282,259,2024-05-10,1,구이,NNG,5000
283,366,2024-05-11,1,떡볶이,NNG,5000
284,25,2024-05-12,1,동결건조,NNG,9999
285,57,2024-05-12,1,매실차,NNG,9999
286,206,2024-05-12,1,가지,NNG,5000
287,90,2024-05-13,1,사과,NNG,9999
288,175,2024-05-13,1,탕후루,NNG,9999
289,263,2024-05-13,1,국수,NNG,5000
290,170,2024-05-14,1,킨조젤리,NNG,9999
291,229,2024-05-14,1,계란,NNG,5000
292,148,2024-05-15,1,초콜릿,NNG,9999
293,206,2024-05-15,1,가지,NNG,5000
294,212,2024-05-15,1,갈치,NNG,5000
295,233,2024-05-16,1,고기,NNG,5000
296,61,2024-05-17,1,먹방,NNG,9999
297,148,2024-05-19,1,초콜릿,NNG,9999
298,163,2024-05-19,1,쿠키,NNG,9999
299,233,2024-05-19,1,고기,NNG,5000
300,249,2024-05-20,1,과일,NNG,5000
301,437,2024-05-20,1,매콤,NNG,5000
302,654,2024-05-20,1,식량,NNG,5000
303,641,2024-05-21,1,슬라,NNG,5000
304,175,2024-05-22,1,탕후루,NNG,9999
305,223,2024-05-22,1,겉절이,NNG,5000
306,26,2024-05-23,1,두바이초콜릿,NNG,9999
307,155,2024-05-23,1,카다이프,NNG,9999
308,106,2024-05-24,1,소주,NNG,9999
309,639,2024-05-24,1,스프,NNG,5000
310,38,2024-05-25,1,레시피,NNG,9999
311,273,2024-05-25,1,김치,NNG,5000
312,170,2024-05-26,1,킨조젤리,NNG,9999
313,204,2024-05-27,1,가마솥,NNG,5000
314,692,2024-05-27,1,양념,NNG,5000
315,61,2024-05-28,1,먹방,NNG,9999
316,745,2024-05-28,1,우유,NNG,5000
317,863,2024-05-29,1,초콜렛,NNG,5000
318,25,2024-05-30,1,동결건조,NNG,9999
319,112,2024-05-30,1,순대,NNG,9999
320,233,2024-05-30,1,고기,NNG,5000
321,207,2024-05-31,1,간식,NNG,5000
322,250,2024-05-31,1,과자,NNG,5000
323,548,2024-05-31,1,빙수,NNG,5000
324,255,2024-06-01,1,구매,NNG,5000
325,360,2024-06-01,1,디저트,NNG,5000
326,255,2024-06-02,1,구매,NNG,5000
327,61,2024-06-03,1,먹방,NNG,9999
328,175,2024-06-03,1,탕후루,NNG,9999
329,494,2024-06-03,1,밥통,NNG,5000
330,170,2024-06-05,1,킨조젤리,NNG,9999
331,794,2024-06-05,1,제품,NNG,5000
332,340,2024-06-06,1,도너츠,NNG,5000
333,148,2024-06-08,1,초콜릿,NNG,9999
334,170,2024-06-08,1,킨조젤리,NNG,9999
335,286,2024-06-08,1,꾸덕,NNG,5000
336,38,2024-06-09,1,레시피,NNG,9999
337,155,2024-06-09,1,카다이프,NNG,9999
338,642,2024-06-09,1,슬러시,NNG,5000
339,175,2024-06-10,2,탕후루,NNG,9999
340,155,2024-06-11,1,카다이프,NNG,9999
341,204,2024-06-11,1,가마솥,NNG,5000
342,35,2024-06-12,1,라라스윗,NNG,9999
343,61,2024-06-12,1,먹방,NNG,9999
344,79,2024-06-12,1,베이킹,NNG,9999
345,175,2024-06-12,1,탕후루,NNG,9999
346,1023,2024-06-12,1,프림,NNG,5000
347,209,2024-06-13,1,갈비,NNG,5000
348,580,2024-06-13,1,샐러드,NNG,5000
349,46,2024-06-14,1,마시멜로,NNG,9999
350,255,2024-06-14,1,구매,NNG,5000
351,170,2024-06-16,1,킨조젤리,NNG,9999
352,155,2024-06-18,1,카다이프,NNG,9999
353,191,2024-06-18,1,하이디라오,NNG,9999
354,46,2024-06-19,1,마시멜로,NNG,9999
355,49,2024-06-19,1,마카롱,NNG,9999
356,189,2024-06-19,1,하겐다즈,NNG,9999
357,229,2024-06-19,1,계란,NNG,5000
358,745,2024-06-21,1,우유,NNG,5000
359,255,2024-06-22,1,구매,NNG,5000
360,45,2024-06-23,1,마라탕,NNG,9999
361,196,2024-06-23,1,호떡,NNG,9999
362,951,2024-06-23,1,토스트,NNG,5000
363,118,2024-06-24,1,쌀국수,NNG,9999
364,170,2024-06-24,1,킨조젤리,NNG,9999
365,376,2024-06-24,1,라바,NNG,5000
366,798,2024-06-24,1,젤리,NNG,5000
367,209,2024-06-25,1,갈비,NNG,5000
368,760,2024-06-25,1,음료,NNG,5000
369,26,2024-06-26,1,두바이초콜릿,NNG,9999
370,175,2024-06-26,2,탕후루,NNG,9999
371,207,2024-06-26,1,간식,NNG,5000
372,207,2024-06-27,1,간식,NNG,5000
373,360,2024-06-27,1,디저트,NNG,5000
374,175,2024-06-28,1,탕후루,NNG,9999
375,256,2024-06-28,1,구미첼,NNG,5000
376,61,2024-06-29,1,먹방,NNG,9999
377,475,2024-06-29,1,바게트,NNG,5000
378,175,2024-06-30,1,탕후루,NNG,9999
379,263,2024-06-30,1,국수,NNG,5000
380,113,2024-07-01,1,슈크림,NNG,9999
381,61,2024-07-02,1,먹방,NNG,9999
382,156,2024-07-03,1,카스테라,NNG,9999
383,175,2024-07-03,1,탕후루,NNG,9999
384,261,2024-07-04,1,국물,NNG,5000
385,271,2024-07-04,1,김밥,NNG,5000
386,449,2024-07-04,1,명랑,NNG,5000
387,863,2024-07-04,1,초콜렛,NNG,5000
388,923,2024-07-04,1,크로,NNG,5000
389,46,2024-07-05,1,마시멜로,NNG,9999
390,64,2024-07-05,1,메로나,NNG,9999
391,360,2024-07-05,1,디저트,NNG,5000
392,487,2024-07-05,1,반찬,NNG,5000
393,39,2024-07-06,1,롤케이크,NNG,9999
394,207,2024-07-06,1,간식,NNG,5000
395,286,2024-07-06,1,꾸덕,NNG,5000
396,26,2024-07-07,1,두바이초콜릿,NNG,9999
397,46,2024-07-07,1,마시멜로,NNG,9999
398,49,2024-07-07,1,마카롱,NNG,9999
399,61,2024-07-08,1,먹방,NNG,9999
400,175,2024-07-08,1,탕후루,NNG,9999
401,273,2024-07-08,1,김치,NNG,5000
402,863,2024-07-08,1,초콜렛,NNG,5000
403,263,2024-07-09,1,국수,NNG,5000
404,863,2024-07-09,1,초콜렛,NNG,5000
405,11,2024-07-10,1,깐풍기,NNG,9999
406,30,2024-07-10,1,딸기,NNG,9999
407,573,2024-07-11,1,상추,NNG,5000
408,798,2024-07-11,1,젤리,NNG,5000
409,60,2024-07-12,1,머랭쿠키,NNG,9999
410,281,2024-07-12,1,깻잎,NNG,5000
411,644,2024-07-12,1,시럽,NNG,5000
412,59,2024-07-14,1,맥주,NNG,9999
413,61,2024-07-14,1,먹방,NNG,9999
414,644,2024-07-14,1,시럽,NNG,5000
415,339,2024-07-15,1,데카포,NNG,5000
416,844,2024-07-15,1,초밥,NNG,5000
417,54,2024-07-16,1,말차,NNG,9999
418,175,2024-07-16,1,탕후루,NNG,9999
419,863,2024-07-16,1,초콜렛,NNG,5000
420,38,2024-07-17,1,레시피,NNG,9999
421,79,2024-07-17,1,베이킹,NNG,9999
422,125,2024-07-17,1,어묵,NNG,9999
423,233,2024-07-17,1,고기,NNG,5000
424,38,2024-07-18,1,레시피,NNG,9999
425,40,2024-07-18,1,롯데리아,NNG,9999
426,148,2024-07-18,1,초콜릿,NNG,9999
427,263,2024-07-18,1,국수,NNG,5000
428,44,2024-07-19,1,마라샹궈,NNG,9999
429,1007,2024-07-20,1,폭식,NNG,5000
430,61,2024-07-21,1,먹방,NNG,9999
431,250,2024-07-21,1,과자,NNG,5000
432,67,2024-07-23,2,멜론,NNG,9999
433,175,2024-07-23,1,탕후루,NNG,9999
434,366,2024-07-23,1,떡볶이,NNG,5000
435,863,2024-07-23,1,초콜렛,NNG,5000
436,951,2024-07-23,1,토스트,NNG,5000
437,148,2024-07-24,1,초콜릿,NNG,9999
438,159,2024-07-24,1,칼디,NNG,9999
439,187,2024-07-24,1,피스타치오,NNG,9999
440,374,2024-07-25,1,라면,NNG,5000
441,760,2024-07-25,1,음료,NNG,5000
442,142,2024-07-26,1,짜장면,NNG,9999
443,155,2024-07-26,1,카다이프,NNG,9999
444,220,2024-07-26,1,개구리,NNG,5000
445,58,2024-07-27,1,맥도날드,NNG,9999
446,65,2024-07-27,1,메론빵,NNG,9999
447,14,2024-07-28,1,녹차라떼,NNG,9999
448,566,2024-07-28,1,삼겹살,NNG,5000
449,136,2024-07-29,1,요아정,NNG,9999
450,240,2024-07-29,1,고추,NNG,5000
451,317,2024-07-29,1,단백,NNG,5000
452,341,2024-07-29,1,도넛,NNG,5000
453,366,2024-07-29,1,떡볶이,NNG,5000
454,26,2024-07-30,1,두바이초콜릿,NNG,9999
455,136,2024-07-30,1,요아정,NNG,9999
456,249,2024-07-30,1,과일,NNG,5000
457,624,2024-07-30,1,스벅,NNG,5000
458,68,2024-07-31,1,민트초코,NNG,9999
459,187,2024-07-31,1,피스타치오,NNG,9999
460,207,2024-07-31,1,간식,NNG,5000
461,780,2024-07-31,1,저녁,NNG,5000
462,26,2024-08-01,1,두바이초콜릿,NNG,9999
463,61,2024-08-01,1,먹방,NNG,9999
464,163,2024-08-01,1,쿠키,NNG,9999
465,175,2024-08-01,2,탕후루,NNG,9999
466,716,2024-08-01,1,오리,NNG,5000
467,798,2024-08-01,1,젤리,NNG,5000
468,863,2024-08-01,1,초콜렛,NNG,5000
469,26,2024-08-02,2,두바이초콜릿,NNG,9999
470,56,2024-08-02,1,망고,NNG,9999
471,60,2024-08-02,1,머랭쿠키,NNG,9999
472,148,2024-08-02,1,초콜릿,NNG,9999
473,26,2024-08-03,2,두바이초콜릿,NNG,9999
474,61,2024-08-03,1,먹방,NNG,9999
475,148,2024-08-03,1,초콜릿,NNG,9999
476,998,2024-08-03,1,편의점,NNG,5000
477,26,2024-08-04,1,두바이초콜릿,NNG,9999
478,148,2024-08-04,1,초콜릿,NNG,9999
479,249,2024-08-04,2,과일,NNG,5000
480,374,2024-08-04,1,라면,NNG,5000
481,798,2024-08-04,1,젤리,NNG,5000
482,21,2024-08-05,2,던킨도너츠,NNG,9999
483,25,2024-08-05,1,동결건조,NNG,9999
484,61,2024-08-05,2,먹방,NNG,9999
485,65,2024-08-05,1,메론빵,NNG,9999
486,26,2024-08-06,1,두바이초콜릿,NNG,9999
487,240,2024-08-06,1,고추,NNG,5000
488,339,2024-08-06,1,데카포,NNG,5000
489,60,2024-08-07,1,머랭쿠키,NNG,9999
490,61,2024-08-07,2,먹방,NNG,9999
491,65,2024-08-07,1,메론빵,NNG,9999
492,148,2024-08-07,2,초콜릿,NNG,9999
493,339,2024-08-07,1,데카포,NNG,5000
494,760,2024-08-07,1,음료,NNG,5000
495,29,2024-08-08,1,디카페인,NNG,9999
496,61,2024-08-08,1,먹방,NNG,9999
497,136,2024-08-08,1,요아정,NNG,9999
498,263,2024-08-08,1,국수,NNG,5000
499,366,2024-08-08,1,떡볶이,NNG,5000
500,508,2024-08-08,1,버섯,NNG,5000
501,61,2024-08-09,1,먹방,NNG,9999
502,70,2024-08-09,1,바나나,NNG,9999
503,175,2024-08-09,1,탕후루,NNG,9999
504,360,2024-08-09,1,디저트,NNG,5000
505,649,2024-08-09,1,시카노코,NNG,5000
506,61,2024-08-10,1,먹방,NNG,9999
507,136,2024-08-10,1,요아정,NNG,9999
508,203,2024-08-10,1,가루쿡,NNG,5000
509,762,2024-08-10,1,음식,NNG,5000
510,895,2024-08-10,1,케이,NNG,5000
511,25,2024-08-11,2,동결건조,NNG,9999
512,513,2024-08-11,2,베이,NNG,5000
513,943,2024-08-11,1,탄산,NNG,5000
514,83,2024-08-12,1,불닭,NNG,9999
515,135,2024-08-12,1,요리,NNG,9999
516,207,2024-08-12,1,간식,NNG,5000
517,559,2024-08-12,1,사온,NNG,5000
518,705,2024-08-12,1,에이드,NNG,5000
519,798,2024-08-12,1,젤리,NNG,5000
520,25,2024-08-13,1,동결건조,NNG,9999
521,56,2024-08-13,1,망고,NNG,9999
522,61,2024-08-13,1,먹방,NNG,9999
523,136,2024-08-13,1,요아정,NNG,9999
524,525,2024-08-13,1,볶음,NNG,5000
525,61,2024-08-14,1,먹방,NNG,9999
526,70,2024-08-14,1,바나나,NNG,9999
527,136,2024-08-14,2,요아정,NNG,9999
528,319,2024-08-14,1,달걀,NNG,5000
529,420,2024-08-14,1,마트,NNG,5000
530,684,2024-08-14,2,애슐리,NNG,5000
531,26,2024-08-15,1,두바이초콜릿,NNG,9999
532,61,2024-08-15,1,먹방,NNG,9999
533,366,2024-08-15,1,떡볶이,NNG,5000
534,639,2024-08-15,1,스프,NNG,5000
535,26,2024-08-16,1,두바이초콜릿,NNG,9999
536,46,2024-08-16,1,마시멜로,NNG,9999
537,61,2024-08-16,1,먹방,NNG,9999
538,175,2024-08-16,2,탕후루,NNG,9999
539,745,2024-08-16,1,우유,NNG,5000
540,26,2024-08-17,2,두바이초콜릿,NNG,9999
541,38,2024-08-17,1,레시피,NNG,9999
542,46,2024-08-17,1,마시멜로,NNG,9999
543,233,2024-08-17,1,고기,NNG,5000
544,392,2024-08-17,1,레몬,NNG,5000
545,705,2024-08-17,1,에이드,NNG,5000
546,26,2024-08-18,2,두바이초콜릿,NNG,9999
547,46,2024-08-18,1,마시멜로,NNG,9999
548,61,2024-08-18,1,먹방,NNG,9999
549,133,2024-08-18,1,와라비모찌,NNG,9999
550,136,2024-08-18,1,요아정,NNG,9999
551,374,2024-08-18,1,라면,NNG,5000
552,473,2024-08-18,1,밀크,NNG,5000
553,760,2024-08-18,1,음료,NNG,5000
554,890,2024-08-18,1,캔디,NNG,5000
555,26,2024-08-19,2,두바이초콜릿,NNG,9999
556,318,2024-08-19,1,단호박,NNG,5000
557,375,2024-08-19,2,라미,NNG,5000
558,527,2024-08-19,1,부대찌개,NNG,5000
559,535,2024-08-19,1,뷔페,NNG,5000
560,38,2024-08-20,1,레시피,NNG,9999
561,61,2024-08-20,1,먹방,NNG,9999
562,109,2024-08-20,1,수박,NNG,9999
563,136,2024-08-20,1,요아정,NNG,9999
564,196,2024-08-20,1,호떡,NNG,9999
565,745,2024-08-20,1,우유,NNG,5000
566,26,2024-08-21,3,두바이초콜릿,NNG,9999
567,99,2024-08-21,2,성심당,NNG,9999
568,207,2024-08-21,1,간식,NNG,5000
569,360,2024-08-21,1,디저트,NNG,5000
