COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT
홍지_hongji_20250706_c3,홍지_hongji_20250706,@Duda_woo,"딱새우회 증~~~말 맛나죵❤❤❤❤❤
저는 새우는 회가 특히 더 좋더라구요옹!",2025-07-06
홍지_hongji_20250705_c1,홍지_hongji_20250705,@Y.eon_1,저 어제 더현대 한정선가서 찹쌀떡 왕창 사먹구 왔는데 다시 먹고싶네요🥹,2025-07-06
홍지_hongji_20250705_c2,홍지_hongji_20250705,@짜파게티-f1y,오늘 머리까지 홍시같음!!,2025-07-05
홍지_hongji_20250705_c3,홍지_hongji_20250705,@피크니크수지니,맛있겠다 😅,2025-07-05
홍지_hongji_20250705_c4,홍지_hongji_20250705,@Duda_woo,"딸기가 철이 아녀서 그런가봐여..ㅜㅠ
그래두 다른과일이랑 두바이 넘 맛나보여요!!❤❤❤",2025-07-05
홍지_hongji_20250704_c1,홍지_hongji_20250704,@wj2281,머리 너무 이뻐여ㅠ머리 옆고데게 볼륨 방법 찍어주실 수 잇나요?!!,2025-07-07
홍지_hongji_20250704_c2,홍지_hongji_20250704,@성우덕후,미친 지금당장 맘스터치 달려감미다ㅜ 이런 신메뉴를 알ㄹ려주시다니...결혼하쟈 그냥.(?),2025-07-05
홍지_hongji_20250704_c3,홍지_hongji_20250704,@짜파게티-f1y,불향나면 먹어야지요😭,2025-07-04
홍지_hongji_20250704_c4,홍지_hongji_20250704,@Duda_woo,복스럽게 드시는 모습 너무 좋아요❤❤❤,2025-07-04
홍지_hongji_20250703_c1,홍지_hongji_20250703,@Hongji홍지,">>7월 25일까지<< BBQ앱으로 치킨 주문하면
🎫 FC바르샤 서울 직관 티켓부터
🍗 황금올리브 반마리
🧀 랜덤치즈볼 10알
🥔 모둠 감자튀김
🍡 BBQ소떡
🍋 레몬보이 245ml 쿠폰까지!

FC바르셀로나 서울 매치 직관 경기까지
3주 남았는데 남은 티켓은 BBQ뿐,,!

BBQ 창사 30주년 이벤트로
FC바르셀로나를 서울에서 볼 수 있게
FC서울과의 경기를 준비했대요!

꽝없는 100% 당첨 이벤트로 자동 참여
가능하니까 꼭 BBQ앱으로 치킨 시켜드세요!🌟

🏷️
 #BBQ #황금올리브",2025-07-03
홍지_hongji_20250703_c2,홍지_hongji_20250703,@짜파게티-f1y,모둠 감자튀김 ㄱㅇㅇ!!,2025-07-03
홍지_hongji_20250703_c3,홍지_hongji_20250703,@Duda_woo,"날개 크기 무슨일ㄷㄷ
무슨 공룡 튀겨놓은것 같아유ㅋ키키
역시 BBQ는 사랑ㅎㅎ❤❤❤❤",2025-07-03
홍지_hongji_20250702_c1,홍지_hongji_20250702,@성우덕후,와 아이스크림에서 쫀득 소리가 난다니 대박이다 징챠...,2025-07-04
홍지_hongji_20250702_c2,홍지_hongji_20250702,@Duda_woo,와 아이스크림 색감이 넘 이뽀요옹,2025-07-02
홍지_hongji_20250701_c1,홍지_hongji_20250701,@짜파게티-f1y,지금 공부 계속 미루다가 벼락치기중이에요ㅋㅋㅋ,2025-07-01
홍지_hongji_20250701_c2,홍지_hongji_20250701,@Duda_woo,"미춌어여😮😮맛난거+맛난거라니
사장님 ㄹㅇ 천재 아니냐구요!❤❤❤",2025-07-01
홍지_hongji_20250630_c1,홍지_hongji_20250630,@소미김-z4m,ㅋㅋ❤,2025-07-01
홍지_hongji_20250630_c2,홍지_hongji_20250630,@소미김-z4m,♡♡♡♡❤❤😂😂♡#^^♡#,2025-07-01
홍지_hongji_20250630_c3,홍지_hongji_20250630,@짜파게티-f1y,헉 이번에도 쫀득쿠키인줄 알았는데 모찌라니😻,2025-06-30
홍지_hongji_20250630_c4,홍지_hongji_20250630,@Duda_woo,"쫜득쫜득 레알루 미춌어용😮❤❤❤
아아악 저도 넘 먹고싶어여ㅜㅜ 다이어트중이라서...
그래도 맛나게 드시는 모습보니 저도 행복해지네용!❤",2025-06-30
홍지_hongji_20250629_c1,홍지_hongji_20250629,@2chiiiiigo,헉 소리 대박... 식감 때문에 더 맛있겠어요 츄베릅...🤤 혹시 요거트 드실 때 쓰신 키티 숟가락 구매처 알 수 있을까용? 🥹🩷,2025-07-10
